Hour,Minute,Second,AccZ,AccY,AccX,Temp,EDA,Label
13,10,10,-0.36,-0.37,1.09,27,0.095,Relax
13,10,10.125,-0.36,-0.37,1.09,27,0.095,Relax
13,10,10.25,-0.36,-0.37,1.09,27,0.097,Relax
13,10,10.375,-0.36,-0.37,1.09,27,0.095,Relax
13,10,10.5,-0.35,-0.37,1.09,27,0.097,Relax
13,10,10.625,-0.37,-0.36,1.09,27,0.095,Relax
13,10,10.75,-0.36,-0.37,1.09,27.2,0.097,Relax
13,10,10.875,-0.36,-0.37,1.09,27,0.095,Relax
13,10,11,-0.36,-0.37,1.09,27,0.095,Relax
13,10,11.125,-0.36,-0.36,1.09,27,0.095,Relax
13,10,11.25,-0.37,-0.36,1.09,27,0.097,Relax
13,10,11.375,-0.36,-0.36,1.09,27,0.095,Relax
13,10,11.5,-0.36,-0.36,1.09,27,0.095,Relax
13,10,11.625,-0.36,-0.36,1.09,27,0.095,Relax
13,10,11.75,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,11.875,-0.36,-0.36,1.1,27.2,0.097,Relax
13,10,12,-0.36,-0.37,1.09,27,0.095,Relax
13,10,12.125,-0.36,-0.37,1.08,27.2,0.095,Relax
13,10,12.25,-0.36,-0.37,1.09,27,0.095,Relax
13,10,12.375,-0.36,-0.37,1.09,27,0.095,Relax
13,10,12.5,-0.36,-0.36,1.09,27.2,0.097,Relax
13,10,12.625,-0.36,-0.37,1.09,27,0.095,Relax
13,10,12.75,-0.36,-0.36,1.1,27,0.097,Relax
13,10,12.875,-0.37,-0.36,1.1,27.2,0.095,Relax
13,10,13,-0.36,-0.37,1.1,27.2,0.095,Relax
13,10,13.125,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,13.25,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,13.375,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,13.5,-0.36,-0.37,1.1,27.2,0.095,Relax
13,10,13.625,-0.36,-0.37,1.09,27.2,0.095,Relax
13,10,13.75,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,13.875,-0.36,-0.37,1.09,27.2,0.095,Relax
13,10,14,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,14.125,-0.37,-0.37,1.08,27.2,0.093,Relax
13,10,14.25,-0.35,-0.37,1.09,27.2,0.095,Relax
13,10,14.375,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,14.5,-0.36,-0.37,1.09,27.2,0.093,Relax
13,10,14.625,-0.36,-0.37,1.09,27.2,0.095,Relax
13,10,14.75,-0.36,-0.36,1.1,27.2,0.095,Relax
13,10,14.875,-0.36,-0.36,1.09,27.2,0.093,Relax
13,10,15,-0.36,-0.36,1.1,27.2,0.093,Relax
13,10,15.125,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,15.25,-0.36,-0.36,1.09,27.2,0.093,Relax
13,10,15.375,-0.36,-0.36,1.1,27.2,0.093,Relax
13,10,15.5,-0.36,-0.36,1.09,27.2,0.095,Relax
13,10,15.625,-0.38,-0.36,1.1,27.2,0.095,Relax
13,10,15.75,-0.35,-0.37,1.1,27.2,0.095,Relax
13,10,15.875,-0.35,-0.4,1.09,27.2,0.095,Relax
13,10,16,-0.32,-0.43,1.02,27.2,0.095,Relax
13,10,16.125,-0.33,-0.45,1.07,27.2,0.095,Relax
13,10,16.25,-0.33,-0.44,1.07,27.2,0.093,Relax
13,10,16.375,-0.37,-0.44,1.07,27.2,0.095,Relax
13,10,16.5,-0.34,-0.44,1.09,27.2,0.095,Relax
13,10,16.625,-0.32,-0.45,1.08,27.2,0.095,Relax
13,10,16.75,-0.31,-0.43,1.08,27.2,0.095,Relax
13,10,16.875,-0.22,-0.31,1.04,27.2,0.095,Relax
13,10,17,-0.22,-0.39,1.13,27.2,0.093,Relax
13,10,17.125,-0.25,-0.32,1.16,27.2,0.095,Relax
13,10,17.25,-0.27,-0.26,1.22,27.2,0.093,Relax
13,10,17.375,-0.27,-0.31,1.14,27.2,0.095,Relax
13,10,17.5,-0.32,-0.3,1.14,27.2,0.095,Relax
13,10,17.625,-0.23,-0.33,1.18,27.2,0.093,Relax
13,10,17.75,-0.29,-0.39,1.09,27.2,0.095,Relax
13,10,17.875,-0.31,-0.38,1.12,27.4,0.093,Relax
13,10,18,-0.32,-0.35,1.14,27.2,0.093,Relax
13,10,18.125,-0.29,-0.34,1.2,27.2,0.093,Relax
