Hour,Minute,Second,AccZ,AccY,AccX,Temp,EDA,Label
12,24,18,-0.02,-0.98,0.56,26,0.465,Relax
12,24,18.125,-0.03,-0.98,0.59,26,0.465,Relax
12,24,18.25,-0.01,-0.97,0.57,26,0.465,Relax
12,24,18.375,-0.02,-0.97,0.57,26,0.465,Relax
12,24,18.5,-0.04,-0.97,0.59,25.8,0.46,Relax
12,24,18.625,-0.03,-0.96,0.59,26,0.461,Relax
12,24,18.75,-0.04,-0.97,0.61,26,0.457,Relax
12,24,18.875,-0.03,-0.97,0.59,26,0.459,Relax
12,24,19,-0.03,-0.97,0.58,26,0.459,Relax
12,24,19.125,-0.02,-0.97,0.59,26,0.459,Relax
12,24,19.25,-0.04,-0.97,0.59,26.2,0.456,Relax
12,24,19.375,-0.03,-0.97,0.59,26.2,0.455,Relax
12,24,19.5,-0.04,-0.97,0.59,26.2,0.456,Relax
12,24,19.625,-0.03,-0.97,0.58,26.2,0.455,Relax
12,24,19.75,-0.03,-0.97,0.59,26,0.457,Relax
12,24,19.875,-0.03,-0.97,0.59,26,0.455,Relax
12,24,20,-0.04,-0.96,0.6,26,0.455,Relax
12,24,20.125,-0.04,-0.96,0.6,26,0.452,Relax
12,24,20.25,-0.03,-0.97,0.59,26,0.452,Relax
12,24,20.375,-0.03,-0.97,0.59,26,0.452,Relax
12,24,20.5,-0.03,-0.96,0.6,26,0.452,Relax
12,24,20.625,-0.04,-0.96,0.6,26,0.452,Relax
12,24,20.75,-0.04,-0.96,0.61,26,0.452,Relax
12,24,20.875,-0.03,-0.96,0.61,26,0.452,Relax
12,24,21,-0.03,-0.96,0.61,26,0.452,Relax
12,24,21.125,-0.03,-0.96,0.61,26,0.452,Relax
12,24,21.25,-0.04,-0.96,0.61,26,0.452,Relax
12,24,21.375,-0.04,-0.96,0.61,26,0.452,Relax
12,24,21.5,-0.03,-0.96,0.6,26,0.45,Relax
12,24,21.625,-0.03,-0.96,0.61,26,0.45,Relax
12,24,21.75,-0.03,-0.96,0.61,26,0.446,Relax
12,24,21.875,-0.03,-0.96,0.6,26,0.446,Relax
12,24,22,-0.04,-0.96,0.6,26,0.446,Relax
12,24,22.125,-0.03,-0.96,0.61,26,0.446,Relax
12,24,22.25,-0.03,-0.96,0.6,26,0.445,Relax
12,24,22.375,-0.03,-0.96,0.6,26,0.445,Relax
12,24,22.5,-0.04,-0.96,0.59,26.2,0.446,Relax
12,24,22.625,-0.04,-0.96,0.62,26,0.446,Relax
12,24,22.75,-0.03,-0.96,0.62,26,0.446,Relax
12,24,22.875,-0.03,-0.96,0.62,26,0.446,Relax
12,24,23,-0.03,-0.96,0.63,26,0.446,Relax
12,24,23.125,-0.04,-0.96,0.62,26,0.446,Relax
12,24,23.25,-0.03,-0.96,0.62,26,0.446,Relax
12,24,23.375,-0.04,-0.96,0.62,26,0.443,Relax
12,24,23.5,-0.03,-0.96,0.61,26.2,0.443,Relax
12,24,23.625,-0.03,-0.96,0.62,26,0.446,Relax
12,24,23.75,-0.04,-0.96,0.61,26.2,0.443,Relax
12,24,23.875,-0.03,-0.96,0.61,26.2,0.443,Relax
12,24,24,-0.03,-0.96,0.62,26.2,0.44,Relax
12,24,24.125,-0.03,-0.96,0.61,26,0.44,Relax
12,24,24.25,-0.03,-0.95,0.61,26.2,0.44,Relax
12,24,24.375,-0.03,-0.96,0.62,26.2,0.44,Relax
12,24,24.5,-0.03,-0.95,0.62,26.2,0.44,Relax
12,24,24.625,-0.03,-0.96,0.62,26.2,0.44,Relax
12,24,24.75,-0.03,-0.96,0.62,26.2,0.44,Relax
12,24,24.875,-0.03,-0.96,0.61,26.2,0.44,Relax
12,24,25,-0.03,-0.96,0.62,26.2,0.44,Relax
12,24,25.125,-0.03,-0.96,0.62,26.2,0.434,Relax
12,24,25.25,-0.03,-0.95,0.62,26.2,0.44,Relax
12,24,25.375,-0.03,-0.96,0.62,26.2,0.434,Relax
12,24,25.5,-0.03,-0.95,0.62,26.2,0.434,Relax
12,24,25.625,-0.04,-0.95,0.62,26.2,0.438,Relax
12,24,25.75,-0.03,-0.96,0.61,26.2,0.434,Relax
12,24,25.875,-0.03,-0.96,0.61,26.2,0.434,Relax
12,24,26,-0.04,-0.96,0.61,26.2,0.434,Relax
12,24,26.125,-0.03,-0.96,0.61,26.2,0.434,Relax
12,24,26.25,-0.03,-0.95,0.62,26.2,0.434,Relax
12,24,26.375,-0.03,-0.96,0.63,26.2,0.434,Relax
12,24,26.5,-0.03,-0.95,0.62,26.2,0.427,Relax
12,24,26.625,-0.04,-0.95,0.62,26.2,0.428,Relax
12,24,26.75,-0.04,-0.95,0.62,26.2,0.432,Relax
12,24,26.875,-0.03,-0.95,0.62,26.2,0.428,Relax
12,24,27,-0.03,-0.95,0.63,26.2,0.427,Relax
12,24,27.125,-0.03,-0.96,0.63,26.2,0.428,Relax
12,24,27.25,-0.04,-0.95,0.62,26.2,0.428,Relax
12,24,27.375,-0.04,-0.95,0.62,26.2,0.428,Relax
12,24,27.5,-0.03,-0.96,0.62,26.2,0.428,Relax
12,24,27.625,-0.03,-0.96,0.62,26.2,0.428,Relax
12,24,27.75,-0.03,-0.95,0.62,26.2,0.428,Relax
12,24,27.875,-0.03,-0.95,0.62,26.2,0.428,Relax
12,24,28,-0.04,-0.95,0.62,26.2,0.428,Relax
12,24,28.125,-0.04,-0.96,0.62,26.2,0.428,Relax
12,24,28.25,-0.03,-0.96,0.61,26.2,0.425,Relax
12,24,28.375,-0.03,-0.96,0.61,26.2,0.425,Relax
12,24,28.5,-0.03,-0.96,0.61,26.2,0.425,Relax
12,24,28.625,-0.04,-0.96,0.61,26.2,0.422,Relax
12,24,28.75,-0.03,-0.96,0.61,26.2,0.422,Relax
12,24,28.875,-0.04,-0.96,0.61,26.2,0.422,Relax
12,24,29,-0.03,-0.96,0.61,26.2,0.422,Relax
12,24,29.125,-0.04,-0.96,0.61,26.2,0.422,Relax
12,24,29.25,-0.03,-0.96,0.62,26.4,0.422,Relax
12,24,29.375,-0.03,-0.96,0.61,26.2,0.422,Relax
12,24,29.5,-0.03,-0.96,0.61,26.2,0.419,Relax
12,24,29.625,-0.03,-0.96,0.61,26.2,0.42,Relax
12,24,29.75,-0.03,-0.96,0.61,26.2,0.417,Relax
12,24,29.875,-0.03,-0.96,0.62,26.4,0.42,Relax
12,24,30,-0.03,-0.95,0.61,26.4,0.417,Relax
12,24,30.125,-0.04,-0.95,0.62,26.2,0.417,Relax
12,24,30.25,-0.03,-0.95,0.62,26.4,0.417,Relax
12,24,30.375,-0.03,-0.96,0.62,26.4,0.417,Relax
12,24,30.5,-0.03,-0.95,0.61,26.4,0.417,Relax
12,24,30.625,-0.03,-0.96,0.61,26.4,0.417,Relax
12,24,30.75,-0.04,-0.95,0.61,26.4,0.417,Relax
12,24,30.875,-0.03,-0.96,0.61,26.4,0.413,Relax
12,24,31,-0.03,-0.96,0.61,26.4,0.414,Relax
12,24,31.125,-0.03,-0.96,0.61,26.4,0.413,Relax
12,24,31.25,-0.04,-0.96,0.61,26.4,0.411,Relax
12,24,31.375,-0.04,-0.96,0.61,26.4,0.411,Relax
12,24,31.5,-0.03,-0.96,0.6,26.4,0.411,Relax
12,24,31.625,-0.03,-0.96,0.61,26.4,0.41,Relax
12,24,31.75,-0.03,-0.96,0.61,26.4,0.411,Relax
12,24,31.875,-0.03,-0.96,0.61,26.4,0.407,Relax
12,24,32,-0.03,-0.96,0.61,26.4,0.408,Relax
12,24,32.125,-0.03,-0.96,0.6,26.4,0.408,Relax
12,24,32.25,-0.04,-0.96,0.6,26.4,0.408,Relax
12,24,32.375,-0.04,-0.96,0.61,26.4,0.408,Relax
12,24,32.5,-0.04,-0.96,0.61,26.4,0.408,Relax
12,24,32.625,-0.03,-0.96,0.6,26.4,0.408,Relax
12,24,32.75,-0.03,-0.96,0.61,26.4,0.408,Relax
12,24,32.875,-0.03,-0.96,0.6,26.4,0.408,Relax
12,24,33,-0.03,-0.96,0.61,26.4,0.404,Relax
12,24,33.125,-0.04,-0.96,0.61,26.4,0.404,Relax
12,24,33.25,-0.03,-0.96,0.61,26.4,0.405,Relax
12,24,33.375,-0.03,-0.96,0.62,26.4,0.405,Relax
12,24,33.5,-0.03,-0.96,0.61,26.6,0.405,Relax
12,24,33.625,-0.04,-0.96,0.62,26.4,0.405,Relax
12,24,33.75,-0.03,-0.96,0.62,26.4,0.404,Relax
12,24,33.875,-0.04,-0.96,0.61,26.4,0.405,Relax
12,24,34,-0.04,-0.96,0.61,26.6,0.405,Relax
12,24,34.125,-0.03,-0.96,0.61,26.4,0.401,Relax
12,24,34.25,-0.03,-0.96,0.61,26.4,0.405,Relax
12,24,34.375,-0.03,-0.96,0.6,26.4,0.399,Relax
12,24,34.5,-0.03,-0.96,0.61,26.4,0.399,Relax
12,24,34.625,-0.03,-0.96,0.61,26.4,0.398,Relax
12,24,34.75,-0.03,-0.96,0.61,26.6,0.399,Relax
12,24,34.875,-0.03,-0.96,0.6,26.6,0.398,Relax
12,24,35,-0.03,-0.96,0.6,26.4,0.399,Relax
12,24,35.125,-0.04,-0.96,0.6,26.6,0.399,Relax
12,24,35.25,-0.03,-0.96,0.6,26.4,0.399,Relax
12,24,35.375,-0.03,-0.96,0.6,26.6,0.399,Relax
12,24,35.5,-0.03,-0.96,0.6,26.6,0.396,Relax
12,24,35.625,-0.03,-0.96,0.61,26.6,0.397,Relax
12,24,35.75,-0.03,-0.96,0.61,26.6,0.397,Relax
12,24,35.875,-0.04,-0.96,0.6,26.6,0.393,Relax
12,24,36,-0.03,-0.96,0.6,26.4,0.393,Relax
12,24,36.125,-0.03,-0.96,0.6,26.6,0.393,Relax
12,24,36.25,-0.03,-0.96,0.61,26.6,0.393,Relax
12,24,36.375,-0.03,-0.96,0.6,26.6,0.393,Relax
12,24,36.5,-0.03,-0.96,0.61,26.6,0.393,Relax
12,24,36.625,-0.03,-0.96,0.6,26.6,0.393,Relax
12,24,36.75,-0.03,-0.96,0.6,26.6,0.393,Relax
12,24,36.875,-0.03,-0.96,0.61,26.6,0.393,Relax
12,24,37,-0.03,-0.96,0.6,26.6,0.391,Relax
12,24,37.125,-0.03,-0.96,0.6,26.6,0.39,Relax
12,24,37.25,-0.03,-0.96,0.6,26.6,0.391,Relax
12,24,37.375,-0.03,-0.96,0.61,26.6,0.387,Relax
12,24,37.5,-0.03,-0.96,0.61,26.6,0.391,Relax
12,24,37.625,-0.03,-0.97,0.6,26.6,0.391,Relax
12,24,37.75,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,37.875,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,38,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,38.125,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,38.25,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,38.375,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,38.5,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,38.625,-0.04,-0.96,0.6,26.6,0.387,Relax
12,24,38.75,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,38.875,-0.03,-0.96,0.6,26.6,0.387,Relax
12,24,39,-0.03,-0.96,0.61,26.6,0.387,Relax
12,24,39.125,-0.03,-0.96,0.61,26.6,0.384,Relax
12,24,39.25,-0.03,-0.96,0.61,26.6,0.385,Relax
12,24,39.375,-0.04,-0.96,0.6,26.6,0.384,Relax
12,24,39.5,-0.03,-0.96,0.61,26.6,0.382,Relax
12,24,39.625,-0.03,-0.96,0.6,26.6,0.382,Relax
12,24,39.75,-0.04,-0.96,0.6,26.6,0.382,Relax
12,24,39.875,-0.03,-0.96,0.6,26.6,0.382,Relax
12,24,40,-0.03,-0.96,0.6,26.6,0.382,Relax
12,24,40.125,-0.03,-0.96,0.6,26.6,0.381,Relax
12,24,40.25,-0.03,-0.97,0.6,26.6,0.382,Relax
12,24,40.375,-0.03,-0.97,0.6,26.6,0.379,Relax
12,24,40.5,-0.03,-0.96,0.59,26.6,0.379,Relax
12,24,40.625,-0.03,-0.96,0.6,26.6,0.379,Relax
12,24,40.75,-0.03,-0.96,0.59,26.6,0.378,Relax
12,24,40.875,-0.03,-0.97,0.6,26.8,0.376,Relax
12,24,41,-0.03,-0.96,0.6,26.6,0.382,Relax
12,24,41.125,-0.03,-0.96,0.6,26.6,0.379,Relax
12,24,41.25,-0.03,-0.96,0.6,26.6,0.376,Relax
12,24,41.375,-0.03,-0.96,0.6,26.6,0.376,Relax
12,24,41.5,-0.03,-0.96,0.6,26.6,0.376,Relax
12,24,41.625,-0.03,-0.96,0.6,26.8,0.376,Relax
12,24,41.75,-0.03,-0.96,0.6,26.8,0.376,Relax
12,24,41.875,-0.03,-0.96,0.61,26.6,0.374,Relax
12,24,42,-0.03,-0.96,0.61,26.8,0.376,Relax
12,24,42.125,-0.03,-0.96,0.6,26.8,0.374,Relax
12,24,42.25,-0.03,-0.96,0.6,26.8,0.374,Relax
12,24,42.375,-0.03,-0.96,0.6,26.6,0.374,Relax
12,24,42.5,-0.03,-0.96,0.6,26.8,0.374,Relax
12,24,42.625,-0.03,-0.96,0.6,26.8,0.374,Relax
12,24,42.75,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,42.875,-0.03,-0.96,0.6,26.8,0.374,Relax
12,24,43,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,43.125,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,43.25,-0.03,-0.97,0.59,26.8,0.37,Relax
12,24,43.375,-0.03,-0.96,0.6,26.8,0.369,Relax
12,24,43.5,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,43.625,-0.03,-0.97,0.59,26.8,0.37,Relax
12,24,43.75,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,43.875,-0.03,-0.97,0.6,26.8,0.369,Relax
12,24,44,-0.03,-0.96,0.6,26.8,0.369,Relax
12,24,44.125,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,44.25,-0.03,-0.96,0.6,26.8,0.367,Relax
12,24,44.375,-0.03,-0.97,0.6,26.8,0.369,Relax
12,24,44.5,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,44.625,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,44.75,-0.03,-0.96,0.6,26.8,0.37,Relax
12,24,44.875,-0.04,-0.96,0.6,26.8,0.367,Relax
12,24,45,-0.03,-0.96,0.6,26.8,0.365,Relax
12,24,45.125,-0.03,-0.96,0.6,26.8,0.365,Relax
12,24,45.25,-0.03,-0.96,0.6,26.8,0.365,Relax
12,24,45.375,-0.03,-0.96,0.6,26.8,0.365,Relax
12,24,45.5,-0.04,-0.95,0.62,26.8,0.364,Relax
12,24,45.625,-0.03,-0.95,0.62,26.8,0.365,Relax
12,24,45.75,0,-0.96,0.61,26.8,0.365,Relax
12,24,45.875,0,-0.96,0.65,26.8,0.365,Relax
12,24,46,-0.12,-0.95,0.63,26.8,0.365,Relax
12,24,46.125,-0.03,-0.94,0.62,26.8,0.361,Relax
12,24,46.25,-0.04,-0.92,0.72,26.8,0.359,Relax
12,24,46.375,-0.03,-0.93,0.64,26.8,0.362,Relax
12,24,46.5,-0.03,-0.93,0.65,26.8,0.359,Relax
12,24,46.625,-0.04,-0.93,0.66,26.8,0.362,Relax
12,24,46.75,-0.04,-0.93,0.67,26.8,0.359,Relax
12,24,46.875,-0.03,-0.93,0.67,26.8,0.359,Relax
12,24,47,-0.04,-0.93,0.67,26.8,0.359,Relax
12,24,47.125,-0.04,-0.93,0.67,26.8,0.359,Relax
12,24,47.25,-0.04,-0.93,0.67,26.8,0.359,Relax
12,24,47.375,-0.04,-0.93,0.67,26.8,0.359,Relax
12,24,47.5,-0.04,-0.93,0.67,26.8,0.359,Relax
12,24,47.625,-0.04,-0.92,0.67,26.8,0.359,Relax
12,24,47.75,-0.03,-0.93,0.67,26.8,0.357,Relax
12,24,47.875,-0.03,-0.93,0.68,26.8,0.353,Relax
12,24,48,-0.04,-0.93,0.67,26.8,0.357,Relax
12,24,48.125,-0.04,-0.93,0.67,26.8,0.353,Relax
12,24,48.25,-0.04,-0.93,0.67,27,0.357,Relax
12,24,48.375,-0.04,-0.92,0.67,26.8,0.353,Relax
12,24,48.5,-0.04,-0.92,0.68,27,0.353,Relax
12,24,48.625,-0.04,-0.92,0.68,27,0.353,Relax
12,24,48.75,-0.04,-0.92,0.67,27,0.353,Relax
12,24,48.875,-0.04,-0.92,0.68,26.8,0.353,Relax
12,24,49,-0.04,-0.92,0.67,27,0.353,Relax
12,24,49.125,-0.04,-0.92,0.68,27,0.353,Relax
12,24,49.25,-0.04,-0.92,0.68,27,0.351,Relax
12,24,49.375,-0.04,-0.92,0.68,26.8,0.351,Relax
12,24,49.5,-0.04,-0.93,0.68,27,0.351,Relax
12,24,49.625,-0.04,-0.92,0.67,27,0.351,Relax
12,24,49.75,-0.04,-0.93,0.67,27,0.351,Relax
12,24,49.875,-0.03,-0.92,0.68,27,0.35,Relax
12,24,50,-0.04,-0.93,0.67,27,0.351,Relax
12,24,50.125,-0.04,-0.93,0.67,27,0.347,Relax
12,24,50.25,-0.03,-0.93,0.67,27,0.348,Relax
12,24,50.375,-0.04,-0.93,0.67,27,0.348,Relax
12,24,50.5,-0.04,-0.93,0.67,27,0.348,Relax
12,24,50.625,-0.04,-0.92,0.67,27,0.348,Relax
12,24,50.75,-0.04,-0.92,0.68,27,0.348,Relax
12,24,50.875,-0.04,-0.92,0.68,27,0.348,Relax
12,24,51,-0.04,-0.92,0.68,27,0.348,Relax
12,24,51.125,-0.04,-0.92,0.68,27,0.348,Relax
12,24,51.25,-0.04,-0.92,0.68,27,0.348,Relax
12,24,51.375,-0.03,-0.92,0.68,27,0.348,Relax
12,24,51.5,-0.04,-0.92,0.68,27,0.348,Relax
12,24,51.625,-0.04,-0.92,0.68,27,0.348,Relax
12,24,51.75,-0.04,-0.92,0.67,27,0.345,Relax
12,24,51.875,-0.04,-0.93,0.67,27,0.342,Relax
12,24,52,-0.04,-0.93,0.68,27,0.345,Relax
12,24,52.125,-0.04,-0.93,0.68,27,0.342,Relax
12,24,52.25,-0.04,-0.93,0.67,27,0.342,Relax
12,24,52.375,-0.04,-0.93,0.67,27,0.342,Relax
12,24,52.5,-0.03,-0.93,0.67,27,0.342,Relax
