Hour,Minute,Second,AccZ,AccY,AccX,Temp,EDA,Label
14,9,25,-0.07,-0.67,0.97,28.7,0.818,Relax
14,9,25.125,-0.07,-0.68,0.97,28.9,0.818,Relax
14,9,25.25,-0.07,-0.67,0.98,28.9,0.816,Relax
14,9,25.375,-0.06,-0.67,0.97,28.9,0.815,Relax
14,9,25.5,-0.06,-0.67,0.98,28.9,0.813,Relax
14,9,25.625,-0.07,-0.67,0.97,28.9,0.815,Relax
14,9,25.75,-0.07,-0.67,0.97,28.9,0.813,Relax
14,9,25.875,-0.07,-0.67,0.97,28.9,0.813,Relax
14,9,26,-0.07,-0.67,0.97,28.9,0.807,Relax
14,9,26.125,-0.07,-0.66,0.98,28.9,0.807,Relax
14,9,26.25,-0.06,-0.67,0.98,28.9,0.807,Relax
14,9,26.375,-0.07,-0.67,0.98,28.9,0.805,Relax
14,9,26.5,-0.07,-0.67,0.97,28.9,0.805,Relax
14,9,26.625,-0.07,-0.68,0.97,28.9,0.797,Relax
14,9,26.75,-0.07,-0.67,0.97,28.9,0.8,Relax
14,9,26.875,-0.07,-0.67,0.98,28.9,0.8,Relax
14,9,27,-0.07,-0.67,0.98,28.9,0.8,Relax
14,9,27.125,-0.07,-0.67,0.97,28.9,0.8,Relax
14,9,27.25,-0.07,-0.67,0.98,28.9,0.8,Relax
14,9,27.375,-0.07,-0.66,0.98,28.9,0.8,Relax
14,9,27.5,-0.07,-0.67,0.97,28.9,0.8,Relax
14,9,27.625,-0.07,-0.67,0.97,28.9,0.8,Relax
14,9,27.75,-0.07,-0.67,0.98,28.9,0.8,Relax
14,9,27.875,-0.07,-0.66,0.98,28.9,0.797,Relax
14,9,28,-0.07,-0.66,0.97,28.9,0.797,Relax
14,9,28.125,-0.07,-0.66,0.98,28.9,0.797,Relax
14,9,28.25,-0.07,-0.67,0.98,28.9,0.8,Relax
14,9,28.375,-0.07,-0.67,0.98,28.9,0.805,Relax
14,9,28.5,-0.07,-0.66,0.98,28.9,0.807,Relax
14,9,28.625,-0.07,-0.67,0.98,28.9,0.805,Relax
14,9,28.75,-0.07,-0.67,0.97,28.9,0.8,Relax
14,9,28.875,-0.07,-0.66,0.98,28.9,0.797,Relax
14,9,29,-0.06,-0.65,0.98,28.9,0.8,Relax
14,9,29.125,-0.06,-0.66,0.98,28.9,0.8,Relax
14,9,29.25,-0.07,-0.67,0.97,28.9,0.797,Relax
14,9,29.375,-0.06,-0.66,0.98,28.9,0.8,Relax
14,9,29.5,-0.07,-0.67,0.98,28.9,0.8,Relax
14,9,29.625,-0.07,-0.66,0.98,28.9,0.8,Relax
14,9,29.75,-0.07,-0.68,0.97,28.9,0.794,Relax
14,9,29.875,-0.06,-0.66,0.98,28.9,0.794,Relax
14,9,30,-0.07,-0.67,0.97,28.9,0.792,Relax
14,9,30.125,-0.06,-0.66,0.98,28.9,0.789,Relax
14,9,30.25,-0.07,-0.66,0.98,28.9,0.792,Relax
14,9,30.375,-0.07,-0.67,0.98,28.9,0.789,Relax
14,9,30.5,-0.07,-0.66,0.97,28.9,0.792,Relax
14,9,30.625,-0.07,-0.67,0.97,28.9,0.792,Relax
14,9,30.75,-0.07,-0.66,0.98,28.9,0.787,Relax
14,9,30.875,-0.07,-0.66,0.97,28.9,0.784,Relax
14,9,31,-0.07,-0.66,0.97,28.9,0.784,Relax
14,9,31.125,-0.07,-0.67,0.97,28.9,0.784,Relax
14,9,31.25,-0.07,-0.67,0.97,28.9,0.784,Relax
14,9,31.375,-0.07,-0.67,0.97,28.9,0.784,Relax
14,9,31.5,-0.07,-0.66,0.97,28.9,0.782,Relax
14,9,31.625,-0.07,-0.66,0.97,28.9,0.782,Relax
14,9,31.75,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,31.875,-0.07,-0.67,0.98,28.9,0.782,Relax
14,9,32,-0.06,-0.66,0.98,28.9,0.784,Relax
14,9,32.125,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,32.25,-0.07,-0.67,0.98,28.9,0.784,Relax
14,9,32.375,-0.07,-0.66,0.97,28.9,0.784,Relax
14,9,32.5,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,32.625,-0.07,-0.66,0.97,28.9,0.784,Relax
14,9,32.75,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,32.875,-0.07,-0.66,0.98,28.9,0.782,Relax
14,9,33,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,33.125,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,33.25,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,33.375,-0.07,-0.67,0.98,28.9,0.784,Relax
14,9,33.5,-0.07,-0.66,0.97,28.9,0.784,Relax
14,9,33.625,-0.07,-0.66,0.98,28.9,0.789,Relax
14,9,33.75,-0.07,-0.66,0.97,28.9,0.787,Relax
14,9,33.875,-0.07,-0.67,0.98,28.9,0.792,Relax
14,9,34,-0.07,-0.66,0.98,28.9,0.787,Relax
14,9,34.125,-0.07,-0.66,0.97,28.9,0.792,Relax
14,9,34.25,-0.07,-0.67,0.98,28.9,0.792,Relax
14,9,34.375,-0.07,-0.66,0.98,28.9,0.792,Relax
14,9,34.5,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,34.625,-0.07,-0.66,0.97,28.9,0.787,Relax
14,9,34.75,-0.07,-0.66,0.98,28.9,0.784,Relax
14,9,34.875,-0.07,-0.67,0.98,28.9,0.782,Relax
14,9,35,-0.07,-0.67,0.98,28.9,0.784,Relax
