Hour,Minute,Second,AccZ,AccY,AccX,Temp,EDA,Label
16,47,53,0.51,-0.25,0.97,28.1,0.161,Relax
16,47,53.125,0.52,-0.35,0.92,28.1,0.161,Relax
16,47,53.25,0.59,-0.3,0.88,28.1,0.161,Relax
16,47,53.375,0.56,-0.47,0.85,28.1,0.161,Relax
16,47,53.5,0.48,-0.69,0.6,28.1,0.161,Relax
16,47,53.625,0.45,-0.8,0.52,28.1,0.158,Relax
16,47,53.75,0.43,-0.81,0.82,28.1,0.158,Relax
16,47,53.875,0.39,-0.67,0.74,28.1,0.16,Relax
16,47,54,0.33,-0.65,0.92,28.1,0.161,Relax
16,47,54.125,0.34,-0.58,0.9,28.1,0.158,Relax
16,47,54.25,0.37,-0.59,0.96,28.1,0.158,Relax
16,47,54.375,0.37,-0.55,0.97,28.1,0.158,Relax
16,47,54.5,0.39,-0.47,1,28.1,0.158,Relax
16,47,54.625,0.37,-0.46,1,28.1,0.156,Relax
16,47,54.75,0.43,-0.64,1.07,28.1,0.158,Relax
16,47,54.875,0.51,-0.61,0.35,28.1,0.156,Relax
16,47,55,0.61,-0.44,-0.2,28.1,0.158,Relax
16,47,55.125,0.67,-0.17,-0.38,28.1,0.155,Relax
16,47,55.25,0.73,-0.23,-0.35,28.1,0.155,Relax
16,47,55.375,0.74,-0.24,-0.37,28.1,0.151,Relax
16,47,55.5,0.73,-0.23,-0.39,28.1,0.151,Relax
16,47,55.625,0.72,-0.22,-0.4,28.1,0.151,Relax
16,47,55.75,0.8,-0.23,-0.32,28.1,0.148,Relax
16,47,55.875,0.59,-0.35,-0.23,28.1,0.146,Relax
16,47,56,0.35,-0.73,-0.2,28.1,0.151,Relax
16,47,56.125,0.24,-0.98,-0.01,28.1,0.151,Relax
16,47,56.25,0.2,-1.22,0.66,28.1,0.151,Relax
16,47,56.375,0.2,-0.83,1.2,28.1,0.151,Relax
16,47,56.5,0.21,-0.29,1.08,28.1,0.155,Relax
16,47,56.625,0.22,-0.37,1.08,28.1,0.155,Relax
16,47,56.75,0.28,-0.32,1.1,28.1,0.156,Relax
16,47,56.875,0.3,-0.39,1.17,28.1,0.155,Relax
16,47,57,0.38,-0.77,0.92,28.1,0.153,Relax
16,47,57.125,0.47,-0.34,-0.27,28.1,0.149,Relax
16,47,57.25,0.51,-0.33,-0.51,28.1,0.141,Relax
16,47,57.375,0.58,-0.26,-0.45,28.1,0.139,Relax
16,47,57.5,0.52,-0.1,-0.61,28.1,0.139,Relax
16,47,57.625,0.48,-0.12,-0.63,28.1,0.136,Relax
16,47,57.75,0.33,-0.13,-0.71,28.1,0.136,Relax
16,47,57.875,0,-0.17,-1.07,28.1,0.137,Relax
16,47,58,0.04,-0.21,-0.51,28.1,0.13,Relax
16,47,58.125,0.16,-0.59,-1.01,28.1,0.129,Relax
16,47,58.25,0.14,-0.49,-0.7,28.1,0.132,Relax
16,47,58.375,0.1,-0.57,-0.64,28.1,0.13,Relax
16,47,58.5,0.18,-0.54,-0.68,28.1,0.13,Relax
16,47,58.625,0.13,-0.62,-0.64,28.1,0.129,Relax
16,47,58.75,0.13,-0.66,-0.56,28.1,0.132,Relax
16,47,58.875,0.12,-0.68,-0.47,28.1,0.132,Relax
16,47,59,0.1,-0.86,-0.47,28.1,0.136,Relax
16,47,59.125,0.1,-0.86,-0.41,28.1,0.139,Relax
16,47,59.25,0.07,-0.8,-0.48,28.1,0.139,Relax
16,47,59.375,0.1,-0.78,-0.47,28.1,0.141,Relax
16,47,59.5,0.09,-0.86,-0.43,28.3,0.141,Relax
16,47,59.625,0.03,-0.85,-0.41,28.3,0.146,Relax
16,47,59.75,0.12,-0.91,-0.35,28.3,0.146,Relax
16,47,59.875,0.05,-0.89,-0.31,28.3,0.148,Relax
16,48,0,0.05,-0.92,-0.26,28.3,0.146,Relax
16,48,0.125,0.07,-0.93,-0.28,28.1,0.146,Relax
16,48,0.25,0.06,-0.92,-0.28,28.3,0.146,Relax
16,48,0.375,0.07,-0.95,-0.25,28.3,0.146,Relax
16,48,0.5,0.06,-0.93,-0.29,28.3,0.146,Relax
16,48,0.625,0.07,-0.91,-0.29,28.3,0.146,Relax
16,48,0.75,0.07,-0.93,-0.26,28.3,0.149,Relax
16,48,0.875,0.08,-0.93,-0.25,28.1,0.149,Relax
16,48,1,0.06,-0.93,-0.27,28.3,0.146,Relax
16,48,1.125,0.09,-0.94,-0.27,28.3,0.149,Relax
16,48,1.25,0.08,-0.93,-0.27,28.3,0.146,Relax
16,48,1.375,0.06,-0.92,-0.27,28.3,0.146,Relax
16,48,1.5,0.09,-0.93,-0.28,28.3,0.149,Relax
16,48,1.625,0.08,-0.93,-0.26,28.3,0.148,Relax
16,48,1.75,0.08,-0.94,-0.27,28.3,0.146,Relax
16,48,1.875,0.06,-0.93,-0.26,28.3,0.151,Relax
16,48,2,0.09,-0.94,-0.26,28.3,0.149,Relax
16,48,2.125,0.08,-0.93,-0.27,28.1,0.151,Relax
16,48,2.25,0.07,-0.91,-0.27,28.3,0.151,Relax
16,48,2.375,0.08,-0.94,-0.25,28.3,0.151,Relax
16,48,2.5,0.09,-0.93,-0.26,28.3,0.151,Relax
16,48,2.625,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,2.75,0.08,-0.91,-0.27,28.3,0.151,Relax
16,48,2.875,0.08,-0.93,-0.26,28.3,0.151,Relax
16,48,3,0.09,-0.93,-0.27,28.3,0.151,Relax
16,48,3.125,0.08,-0.92,-0.27,28.3,0.151,Relax
16,48,3.25,0.08,-0.92,-0.27,28.3,0.151,Relax
16,48,3.375,0.08,-0.93,-0.26,28.3,0.151,Relax
16,48,3.5,0.08,-0.92,-0.28,28.3,0.151,Relax
16,48,3.625,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,3.75,0.08,-0.94,-0.26,28.3,0.151,Relax
16,48,3.875,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,4,0.07,-0.93,-0.27,28.3,0.151,Relax
16,48,4.125,0.08,-0.92,-0.28,28.3,0.151,Relax
16,48,4.25,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,4.375,0.07,-0.92,-0.27,28.3,0.151,Relax
16,48,4.5,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,4.625,0.08,-0.93,-0.28,28.3,0.151,Relax
16,48,4.75,0.08,-0.94,-0.27,28.3,0.151,Relax
16,48,4.875,0.08,-0.93,-0.29,28.3,0.151,Relax
16,48,5,0.08,-0.93,-0.26,28.3,0.151,Relax
16,48,5.125,0.09,-0.92,-0.28,28.3,0.151,Relax
16,48,5.25,0.08,-0.92,-0.27,28.3,0.151,Relax
16,48,5.375,0.08,-0.93,-0.28,28.3,0.151,Relax
16,48,5.5,0.09,-0.92,-0.28,28.3,0.151,Relax
16,48,5.625,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,5.75,0.08,-0.93,-0.28,28.3,0.151,Relax
16,48,5.875,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,6,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,6.125,0.08,-0.92,-0.27,28.3,0.151,Relax
16,48,6.25,0.08,-0.92,-0.27,28.3,0.151,Relax
16,48,6.375,0.08,-0.92,-0.27,28.3,0.151,Relax
16,48,6.5,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,6.625,0.12,-0.93,-0.3,28.3,0.151,Relax
16,48,6.75,0.09,-0.93,-0.24,28.3,0.151,Relax
16,48,6.875,0.03,-0.88,-0.29,28.3,0.151,Relax
16,48,7,0.07,-0.93,-0.31,28.3,0.151,Relax
16,48,7.125,0.09,-0.93,-0.24,28.3,0.151,Relax
16,48,7.25,0.07,-0.94,-0.26,28.3,0.151,Relax
16,48,7.375,0.06,-0.92,-0.29,28.3,0.151,Relax
16,48,7.5,0.08,-0.92,-0.27,28.3,0.151,Relax
16,48,7.625,0.09,-0.94,-0.26,28.3,0.151,Relax
16,48,7.75,0.07,-0.93,-0.28,28.3,0.151,Relax
16,48,7.875,0.08,-0.93,-0.27,28.3,0.151,Relax
16,48,8,0.09,-0.94,-0.26,28.3,0.151,Relax
16,48,8.125,0.07,-0.93,-0.27,28.3,0.151,Relax
16,48,8.25,0.09,-0.93,-0.27,28.3,0.151,Relax
16,48,8.375,0.07,-0.93,-0.26,28.3,0.151,Relax
16,48,8.5,0.08,-0.93,-0.28,28.3,0.151,Relax
16,48,8.625,0.08,-0.93,-0.26,28.3,0.151,Relax
16,48,8.75,0.07,-0.94,-0.26,28.3,0.151,Relax
16,48,8.875,0.07,-0.93,-0.28,28.3,0.151,Relax
16,48,9,0.11,-1.31,-0.45,28.3,0.151,Relax
16,48,9.125,0.19,-1.3,-0.85,28.3,0.146,Relax
16,48,9.25,0.4,-0.22,0.27,28.3,0.146,Relax
16,48,9.375,0.52,0.04,0.66,28.3,0.151,Relax
16,48,9.5,0.69,-0.06,0.61,28.3,0.151,Relax
16,48,9.625,0.81,-0.14,0.62,28.3,0.151,Relax
16,48,9.75,0.84,-0.19,0.66,28.5,0.151,Relax
16,48,9.875,0.83,-0.18,0.62,28.3,0.151,Relax
16,48,10,0.82,-0.13,0.62,28.3,0.151,Relax
16,48,10.125,0.83,-0.11,0.71,28.3,0.151,Relax
16,48,10.25,0.78,-0.2,0.53,28.3,0.151,Relax
16,48,10.375,0.83,-0.04,0.65,28.3,0.151,Relax
16,48,10.5,0.86,-0.13,0.63,28.3,0.151,Relax
16,48,10.625,0.81,-0.13,0.72,28.3,0.151,Relax
16,48,10.75,0.78,-0.21,0.61,28.3,0.151,Relax
16,48,10.875,0.81,-0.22,0.63,28.3,0.148,Relax
16,48,11,0.82,-0.16,0.65,28.3,0.148,Relax
16,48,11.125,0.85,-0.25,0.53,28.5,0.139,Relax
16,48,11.25,0.8,-0.29,0.57,28.5,0.132,Relax
16,48,11.375,0.83,-0.29,0.52,28.3,0.125,Relax
16,48,11.5,0.8,-0.39,0.52,28.3,0.125,Relax
16,48,11.625,0.74,-0.41,0.63,28.3,0.132,Relax
16,48,11.75,0.93,-0.32,0.5,28.3,0.139,Relax
16,48,11.875,0.7,-0.31,0.6,28.3,0.139,Relax
16,48,12,0.65,-0.43,0.6,28.5,0.136,Relax
16,48,12.125,0.65,-0.24,0.48,28.5,0.141,Relax
16,48,12.25,0.65,-0.53,0.35,28.5,0.144,Relax
16,48,12.375,0.39,-1.06,-0.04,28.5,0.141,Relax
16,48,12.5,0.09,-1.12,-0.08,28.3,0.139,Relax
16,48,12.625,-0.01,-1.27,0.08,28.5,0.136,Relax
16,48,12.75,0,-0.92,0.5,28.5,0.137,Relax
16,48,12.875,0,-1.01,0.36,28.5,0.139,Relax
16,48,13,0,-1.04,0.29,28.5,0.144,Relax
16,48,13.125,-0.02,-1.03,0.3,28.5,0.146,Relax
16,48,13.25,0,-1.04,0.33,28.5,0.146,Relax
16,48,13.375,0.01,-1.04,0.32,28.5,0.146,Relax
16,48,13.5,-0.02,-1.02,0.29,28.5,0.146,Relax
16,48,13.625,0,-1.03,0.31,28.5,0.146,Relax
16,48,13.75,0,-1.04,0.31,28.5,0.146,Relax
16,48,13.875,0,-1.04,0.31,28.5,0.146,Relax
16,48,14,-0.01,-1.03,0.3,28.5,0.146,Relax
16,48,14.125,0,-1.03,0.3,28.5,0.146,Relax
16,48,14.25,0,-1.04,0.32,28.5,0.146,Relax
16,48,14.375,0,-1.03,0.3,28.3,0.146,Relax
16,48,14.5,0,-1.04,0.3,28.5,0.146,Relax
16,48,14.625,0,-1.05,0.31,28.5,0.146,Relax
16,48,14.75,0,-1.04,0.3,28.5,0.146,Relax
16,48,14.875,0,-1.04,0.29,28.5,0.146,Relax
16,48,15,0,-1.04,0.3,28.5,0.146,Relax
16,48,15.125,0,-1.05,0.3,28.5,0.146,Relax
16,48,15.25,0,-1.03,0.3,28.3,0.146,Relax
16,48,15.375,0,-1.04,0.3,28.5,0.146,Relax
16,48,15.5,0,-1.04,0.3,28.5,0.146,Relax
16,48,15.625,0,-1.04,0.31,28.5,0.146,Relax
16,48,15.75,0,-1.03,0.31,28.5,0.146,Relax
16,48,15.875,0,-1.04,0.3,28.5,0.146,Relax
16,48,16,0,-1.04,0.31,28.5,0.146,Relax
16,48,16.125,0,-1.03,0.3,28.5,0.146,Relax
16,48,16.25,0,-1.04,0.3,28.5,0.146,Relax
16,48,16.375,0,-1.04,0.31,28.5,0.148,Relax
16,48,16.5,0,-1.04,0.31,28.5,0.146,Relax
16,48,16.625,0,-1.04,0.3,28.5,0.148,Relax
16,48,16.75,0,-1.03,0.31,28.5,0.146,Relax
16,48,16.875,0,-1.04,0.3,28.5,0.146,Relax
16,48,17,0,-1.03,0.3,28.5,0.146,Relax
16,48,17.125,0,-1.04,0.3,28.5,0.146,Relax
16,48,17.25,0,-1.04,0.3,28.5,0.146,Relax
16,48,17.375,0,-1.04,0.31,28.5,0.146,Relax
16,48,17.5,0,-1.04,0.31,28.5,0.146,Relax
16,48,17.625,0,-1.03,0.3,28.5,0.146,Relax
16,48,17.75,0,-1.04,0.31,28.5,0.146,Relax
16,48,17.875,0,-1.04,0.3,28.5,0.146,Relax
16,48,18,0,-1.03,0.31,28.5,0.146,Relax
16,48,18.125,0,-1.05,0.3,28.5,0.146,Relax
16,48,18.25,0,-1.04,0.3,28.5,0.146,Relax
16,48,18.375,0,-1.04,0.3,28.5,0.146,Relax
16,48,18.5,0,-1.05,0.3,28.5,0.146,Relax
16,48,18.625,0,-1.03,0.3,28.5,0.146,Relax
16,48,18.75,0,-1.04,0.3,28.5,0.146,Relax
16,48,18.875,0,-1.04,0.3,28.5,0.146,Relax
16,48,19,0,-1.04,0.3,28.5,0.146,Relax
16,48,19.125,0,-1.04,0.3,28.5,0.149,Relax
