Hour,Minute,Second,AccZ,AccY,AccX,Temp,EDA,Label
16,4,51,-0.51,-0.63,0.33,26.8,0.523,Relax
16,4,51.125,-0.43,-0.83,0.75,27,0.576,Relax
16,4,51.25,-0.89,-0.44,0.9,27,0.604,Relax
16,4,51.375,-0.43,-0.34,0.83,26.8,0.646,Relax
16,4,51.5,-0.56,-0.54,0.97,27,0.658,Relax
16,4,51.625,-0.48,-0.5,0.99,27,0.658,Relax
16,4,51.75,-0.5,-0.5,0.97,27,0.658,Relax
16,4,51.875,-0.5,-0.5,0.97,26.8,0.653,Relax
16,4,52,-0.51,-0.46,0.99,27,0.653,Relax
16,4,52.125,-0.5,-0.46,0.99,27,0.653,Relax
16,4,52.25,-0.51,-0.46,0.98,27,0.653,Relax
16,4,52.375,-0.51,-0.48,0.99,27,0.651,Relax
16,4,52.5,-0.51,-0.46,0.99,27,0.651,Relax
16,4,52.625,-0.51,-0.47,0.98,27,0.651,Relax
16,4,52.75,-0.51,-0.47,0.98,27,0.651,Relax
16,4,52.875,-0.5,-0.46,0.96,27,0.651,Relax
16,4,53,-0.5,-0.55,1.03,26.8,0.651,Relax
16,4,53.125,-0.49,-0.48,1,27,0.651,Relax
16,4,53.25,-0.5,-0.47,1,27,0.651,Relax
16,4,53.375,-0.5,-0.5,1,27,0.651,Relax
16,4,53.5,-0.5,-0.5,0.99,27,0.651,Relax
16,4,53.625,-0.5,-0.5,0.97,27,0.646,Relax
16,4,53.75,-0.5,-0.5,0.98,27,0.644,Relax
16,4,53.875,-0.5,-0.5,0.99,27,0.644,Relax
16,4,54,-0.5,-0.5,0.99,27,0.644,Relax
16,4,54.125,-0.5,-0.5,0.98,27,0.648,Relax
16,4,54.25,-0.5,-0.49,0.98,27,0.644,Relax
16,4,54.375,-0.5,-0.5,0.98,27,0.644,Relax
16,4,54.5,-0.5,-0.5,0.98,27,0.644,Relax
16,4,54.625,-0.5,-0.5,0.98,27,0.644,Relax
16,4,54.75,-0.53,-0.49,0.99,27,0.644,Relax
16,4,54.875,-0.5,-0.49,0.98,27,0.644,Relax
16,4,55,-0.49,-0.5,0.99,27,0.644,Relax
16,4,55.125,-0.5,-0.5,0.98,27,0.644,Relax
16,4,55.25,-0.5,-0.49,0.98,27,0.644,Relax
16,4,55.375,-0.5,-0.49,0.99,27,0.644,Relax
16,4,55.5,-0.5,-0.49,0.98,27,0.644,Relax
16,4,55.625,-0.5,-0.49,0.99,27,0.644,Relax
16,4,55.75,-0.5,-0.49,0.98,27,0.644,Relax
16,4,55.875,-0.5,-0.49,0.98,27,0.644,Relax
16,4,56,-0.5,-0.49,0.98,27,0.644,Relax
16,4,56.125,-0.5,-0.49,0.99,27,0.644,Relax
16,4,56.25,-0.5,-0.49,0.98,27,0.644,Relax
16,4,56.375,-0.5,-0.49,0.99,27,0.644,Relax
16,4,56.5,-0.5,-0.49,0.98,27,0.644,Relax
16,4,56.625,-0.5,-0.49,0.98,27,0.644,Relax
16,4,56.75,-0.5,-0.49,0.98,27,0.644,Relax
16,4,56.875,-0.5,-0.49,0.98,27,0.644,Relax
16,4,57,-0.5,-0.49,0.98,27,0.644,Relax
16,4,57.125,-0.5,-0.5,0.97,27,0.639,Relax
16,4,57.25,-0.5,-0.5,0.98,27,0.639,Relax
16,4,57.375,-0.5,-0.5,0.98,27,0.644,Relax
16,4,57.5,-0.5,-0.5,0.98,27,0.644,Relax
16,4,57.625,-0.5,-0.5,0.97,27,0.639,Relax
16,4,57.75,-0.5,-0.49,0.97,27,0.639,Relax
16,4,57.875,-0.5,-0.5,0.98,27,0.639,Relax
16,4,58,-0.5,-0.5,0.97,27,0.639,Relax
16,4,58.125,-0.5,-0.49,0.98,27,0.639,Relax
16,4,58.25,-0.5,-0.49,0.99,27,0.639,Relax
16,4,58.375,-0.5,-0.49,0.98,27,0.639,Relax
