Hour,Minute,Second,AccZ,AccY,AccX,Temp,EDA,Label
14,8,49,0.07,-0.9,0.69,28.9,0.709,Relax
14,8,49.125,0.07,-0.9,0.69,28.9,0.709,Relax
14,8,49.25,0.07,-0.9,0.7,28.9,0.706,Relax
14,8,49.375,0.07,-0.9,0.69,28.9,0.706,Relax
14,8,49.5,0.06,-0.9,0.69,28.7,0.699,Relax
14,8,49.625,0.06,-0.9,0.69,28.9,0.701,Relax
14,8,49.75,0.07,-0.9,0.69,28.9,0.701,Relax
14,8,49.875,0.06,-0.9,0.68,28.9,0.694,Relax
14,8,50,0.07,-0.9,0.68,28.9,0.694,Relax
14,8,50.125,0.07,-0.9,0.69,28.9,0.694,Relax
14,8,50.25,0.07,-0.9,0.69,28.9,0.689,Relax
14,8,50.375,0.06,-0.9,0.69,28.9,0.686,Relax
14,8,50.5,0.07,-0.9,0.69,28.9,0.686,Relax
14,8,50.625,0.06,-0.9,0.68,28.9,0.682,Relax
14,8,50.75,0.07,-0.9,0.69,28.9,0.679,Relax
14,8,50.875,0.07,-0.9,0.68,28.9,0.679,Relax
14,8,51,0.07,-0.9,0.69,28.9,0.679,Relax
14,8,51.125,0.07,-0.9,0.69,28.9,0.679,Relax
14,8,51.25,0.06,-0.9,0.68,28.9,0.672,Relax
14,8,51.375,0.07,-0.9,0.69,28.9,0.672,Relax
14,8,51.5,0.07,-0.9,0.69,28.9,0.67,Relax
14,8,51.625,0.07,-0.9,0.69,28.9,0.667,Relax
14,8,51.75,0.07,-0.9,0.69,28.9,0.663,Relax
14,8,51.875,0.07,-0.9,0.69,28.9,0.664,Relax
14,8,52,0.07,-0.9,0.69,28.9,0.664,Relax
14,8,52.125,0.07,-0.9,0.69,28.9,0.662,Relax
14,8,52.25,0.07,-0.9,0.68,28.9,0.657,Relax
14,8,52.375,0.07,-0.9,0.69,28.9,0.657,Relax
14,8,52.5,0.07,-0.9,0.68,28.9,0.657,Relax
14,8,52.625,0.07,-0.9,0.69,28.9,0.653,Relax
14,8,52.75,0.07,-0.9,0.69,28.9,0.653,Relax
14,8,52.875,0.07,-0.89,0.68,28.9,0.65,Relax
14,8,53,0.06,-0.9,0.69,28.9,0.65,Relax
14,8,53.125,0.07,-0.9,0.69,28.9,0.65,Relax
14,8,53.25,0.07,-0.9,0.69,28.9,0.643,Relax
14,8,53.375,0.07,-0.9,0.69,28.9,0.643,Relax
14,8,53.5,0.07,-0.9,0.69,28.9,0.636,Relax
14,8,53.625,0.07,-0.9,0.69,28.9,0.636,Relax
14,8,53.75,0.07,-0.91,0.69,28.9,0.636,Relax
14,8,53.875,0.07,-0.9,0.68,28.9,0.633,Relax
14,8,54,0.07,-0.9,0.69,28.9,0.633,Relax
14,8,54.125,0.06,-0.9,0.69,28.9,0.629,Relax
14,8,54.25,0.07,-0.9,0.68,28.9,0.629,Relax
14,8,54.375,0.07,-0.9,0.69,29.1,0.629,Relax
14,8,54.5,0.07,-0.9,0.69,28.9,0.624,Relax
14,8,54.625,0.07,-0.91,0.69,28.9,0.621,Relax
14,8,54.75,0.06,-0.91,0.69,28.9,0.621,Relax
14,8,54.875,0.07,-0.91,0.68,28.9,0.621,Relax
14,8,55,0.07,-0.9,0.69,28.9,0.614,Relax
14,8,55.125,0.06,-0.9,0.68,28.9,0.613,Relax
14,8,55.25,0.06,-0.9,0.68,28.9,0.612,Relax
14,8,55.375,0.07,-0.91,0.69,28.9,0.608,Relax
14,8,55.5,0.07,-0.9,0.7,28.9,0.608,Relax
14,8,55.625,0.06,-0.9,0.69,28.9,0.608,Relax
14,8,55.75,0.07,-0.91,0.69,28.9,0.603,Relax
14,8,55.875,0.07,-0.9,0.69,28.9,0.603,Relax
14,8,56,0.07,-0.91,0.7,28.9,0.603,Relax
14,8,56.125,0.07,-0.9,0.68,28.9,0.601,Relax
14,8,56.25,0.07,-0.9,0.69,28.9,0.601,Relax
14,8,56.375,0.06,-0.9,0.68,28.9,0.594,Relax
14,8,56.5,0.07,-0.91,0.69,28.9,0.594,Relax
14,8,56.625,0.07,-0.89,0.67,28.9,0.594,Relax
14,8,56.75,0.07,-0.91,0.69,28.9,0.587,Relax
14,8,56.875,0.08,-0.91,0.69,28.9,0.585,Relax
14,8,57,0.07,-0.9,0.69,29.1,0.585,Relax
14,8,57.125,0.06,-0.9,0.68,29.1,0.583,Relax
14,8,57.25,0.07,-0.9,0.69,29.1,0.585,Relax
14,8,57.375,0.06,-0.9,0.68,28.9,0.583,Relax
14,8,57.5,0.07,-0.9,0.69,29.1,0.58,Relax
14,8,57.625,0.07,-0.9,0.69,29.1,0.58,Relax
14,8,57.75,0.07,-0.91,0.69,28.9,0.58,Relax
14,8,57.875,0.07,-0.9,0.68,29.1,0.576,Relax
14,8,58,0.07,-0.9,0.68,29.1,0.573,Relax
14,8,58.125,0.07,-0.9,0.68,28.9,0.573,Relax
14,8,58.25,0.07,-0.9,0.69,29.1,0.573,Relax
14,8,58.375,0.06,-0.9,0.68,28.9,0.566,Relax
14,8,58.5,0.07,-0.9,0.69,29.1,0.566,Relax
14,8,58.625,0.07,-0.9,0.68,28.9,0.566,Relax
14,8,58.75,0.06,-0.91,0.67,29.1,0.56,Relax
14,8,58.875,0.07,-0.88,0.69,29.1,0.56,Relax
14,8,59,0.05,-0.92,0.69,29.1,0.56,Relax
14,8,59.125,0.06,-0.88,0.75,28.9,0.556,Relax
14,8,59.25,0.04,-0.9,0.75,29.1,0.556,Relax
14,8,59.375,0.06,-0.89,0.78,29.1,0.556,Relax
14,8,59.5,0.11,-0.93,0.74,29.1,0.556,Relax
14,8,59.625,0.08,-0.82,0.72,29.1,0.544,Relax
14,8,59.75,0.05,-0.9,0.64,29.1,0.52,Relax
14,8,59.875,0.12,-0.88,0.69,28.9,0.508,Relax
14,9,0,0.07,-0.91,0.6,29.1,0.527,Relax
14,9,0.125,0.09,-0.91,0.63,29.1,0.54,Relax
14,9,0.25,0.09,-0.88,0.63,28.9,0.54,Relax
14,9,0.375,0.12,-0.91,0.61,29.1,0.533,Relax
14,9,0.5,0.12,-0.94,0.58,29.1,0.534,Relax
14,9,0.625,0.16,-0.9,0.51,29.1,0.545,Relax
14,9,0.75,0.09,-1.1,0.88,29.1,0.544,Relax
14,9,0.875,0.16,-0.91,0.75,29.1,0.524,Relax
14,9,1,0.16,-0.91,0.63,28.9,0.515,Relax
14,9,1.125,0.13,-0.94,0.5,29.1,0.519,Relax
14,9,1.25,0.12,-0.85,0.83,29.1,0.527,Relax
14,9,1.375,0.15,-0.92,0.67,28.9,0.528,Relax
14,9,1.5,0.13,-0.96,0.52,29.1,0.532,Relax
14,9,1.625,0.11,-0.92,0.7,29.1,0.533,Relax
14,9,1.75,0.14,-0.91,0.61,29.1,0.533,Relax
14,9,1.875,0.14,-0.94,0.62,28.9,0.533,Relax
14,9,2,0.13,-0.95,0.57,29.1,0.536,Relax
14,9,2.125,0.14,-0.93,0.59,29.1,0.536,Relax
14,9,2.25,0.15,-0.95,0.58,29.1,0.536,Relax
14,9,2.375,0.14,-0.94,0.59,29.1,0.532,Relax
14,9,2.5,0.14,-0.95,0.58,29.1,0.533,Relax
14,9,2.625,0.14,-0.94,0.57,29.1,0.529,Relax
14,9,2.75,0.14,-0.95,0.57,29.1,0.527,Relax
14,9,2.875,0.14,-0.95,0.58,29.1,0.525,Relax
14,9,3,0.14,-0.94,0.57,29.1,0.525,Relax
14,9,3.125,0.15,-0.94,0.58,29.1,0.525,Relax
14,9,3.25,0.14,-0.94,0.57,28.9,0.521,Relax
14,9,3.375,0.14,-0.95,0.57,29.1,0.525,Relax
14,9,3.5,0.14,-0.95,0.57,29.1,0.523,Relax
14,9,3.625,0.14,-0.95,0.57,29.1,0.52,Relax
14,9,3.75,0.14,-0.95,0.57,29.1,0.519,Relax
14,9,3.875,0.14,-0.94,0.57,29.1,0.519,Relax
14,9,4,0.14,-0.95,0.57,29.1,0.519,Relax
14,9,4.125,0.14,-0.95,0.57,29.1,0.519,Relax
14,9,4.25,0.14,-0.95,0.57,29.1,0.515,Relax
14,9,4.375,0.14,-0.94,0.57,29.1,0.512,Relax
14,9,4.5,0.14,-0.95,0.57,29.1,0.514,Relax
14,9,4.625,0.14,-0.95,0.57,29.1,0.514,Relax
14,9,4.75,0.15,-0.95,0.57,29.1,0.51,Relax
14,9,4.875,0.14,-0.95,0.56,29.1,0.507,Relax
14,9,5,0.14,-0.94,0.57,29.1,0.506,Relax
14,9,5.125,0.14,-0.95,0.56,29.1,0.507,Relax
14,9,5.25,0.14,-0.95,0.57,29.1,0.501,Relax
14,9,5.375,0.14,-0.95,0.57,29.1,0.5,Relax
14,9,5.5,0.14,-0.95,0.56,29.1,0.501,Relax
14,9,5.625,0.14,-0.95,0.56,29.1,0.494,Relax
14,9,5.75,0.14,-0.95,0.56,29.1,0.497,Relax
14,9,5.875,0.14,-0.95,0.56,29.1,0.494,Relax
14,9,6,0.15,-0.95,0.55,29.1,0.494,Relax
14,9,6.125,0.15,-0.95,0.55,29.1,0.493,Relax
14,9,6.25,0.15,-0.95,0.56,29.1,0.494,Relax
14,9,6.375,0.14,-0.95,0.55,29.1,0.489,Relax
14,9,6.5,0.14,-0.95,0.56,29.1,0.488,Relax
14,9,6.625,0.14,-0.95,0.55,29.1,0.488,Relax
14,9,6.75,0.14,-0.95,0.56,29.1,0.487,Relax
14,9,6.875,0.15,-0.95,0.55,29.1,0.482,Relax
14,9,7,0.15,-0.95,0.55,29.1,0.481,Relax
14,9,7.125,0.14,-0.95,0.57,29.1,0.482,Relax
14,9,7.25,0.15,-0.95,0.55,29.1,0.482,Relax
14,9,7.375,0.14,-0.95,0.55,29.1,0.482,Relax
14,9,7.5,0.15,-0.95,0.55,29.1,0.481,Relax
14,9,7.625,0.15,-0.95,0.56,29.1,0.478,Relax
14,9,7.75,0.15,-0.96,0.56,29.1,0.474,Relax
14,9,7.875,0.15,-0.95,0.56,29.1,0.475,Relax
14,9,8,0.14,-0.95,0.56,29.1,0.474,Relax
14,9,8.125,0.14,-0.95,0.55,29.1,0.474,Relax
14,9,8.25,0.14,-0.95,0.56,29.1,0.475,Relax
14,9,8.375,0.15,-0.95,0.56,29.1,0.474,Relax
14,9,8.5,0.14,-0.95,0.56,29.1,0.474,Relax
14,9,8.625,0.15,-0.95,0.56,29.1,0.469,Relax
14,9,8.75,0.14,-0.96,0.56,29.1,0.468,Relax
14,9,8.875,0.14,-0.95,0.56,29.1,0.469,Relax
14,9,9,0.15,-0.95,0.55,29.1,0.469,Relax
14,9,9.125,0.15,-0.95,0.56,29.1,0.468,Relax
14,9,9.25,0.14,-0.95,0.56,29.1,0.463,Relax
14,9,9.375,0.15,-0.95,0.56,29.1,0.462,Relax
14,9,9.5,0.15,-0.96,0.56,29.1,0.462,Relax
14,9,9.625,0.15,-0.95,0.56,29.1,0.459,Relax
14,9,9.75,0.15,-0.96,0.56,29.1,0.457,Relax
14,9,9.875,0.14,-0.95,0.55,29.1,0.456,Relax
14,9,10,0.15,-0.95,0.56,29.1,0.456,Relax
14,9,10.125,0.14,-0.95,0.56,29.1,0.456,Relax
14,9,10.25,0.15,-0.95,0.55,29.1,0.457,Relax
14,9,10.375,0.15,-0.95,0.56,29.1,0.453,Relax
14,9,10.5,0.15,-0.95,0.56,29.1,0.451,Relax
14,9,10.625,0.14,-0.95,0.56,29.1,0.45,Relax
14,9,10.75,0.15,-0.96,0.56,29.1,0.45,Relax
14,9,10.875,0.14,-0.95,0.56,29.1,0.45,Relax
14,9,11,0.14,-0.95,0.55,29.1,0.451,Relax
14,9,11.125,0.15,-0.95,0.56,29.1,0.443,Relax
14,9,11.25,0.15,-0.95,0.56,29.1,0.443,Relax
14,9,11.375,0.14,-0.95,0.55,29.1,0.443,Relax
14,9,11.5,0.15,-0.95,0.55,29.1,0.445,Relax
14,9,11.625,0.15,-0.95,0.55,29.1,0.442,Relax
14,9,11.75,0.15,-0.95,0.55,29.1,0.438,Relax
14,9,11.875,0.15,-0.95,0.56,29.1,0.437,Relax
14,9,12,0.15,-0.95,0.55,29.1,0.437,Relax
14,9,12.125,0.14,-0.95,0.55,29.1,0.438,Relax
14,9,12.25,0.14,-0.95,0.56,29.1,0.435,Relax
14,9,12.375,0.15,-0.95,0.55,29.1,0.435,Relax
14,9,12.5,0.15,-0.95,0.56,29.1,0.431,Relax
14,9,12.625,0.15,-0.95,0.55,29.1,0.436,Relax
14,9,12.75,0.14,-0.95,0.56,29.1,0.431,Relax
14,9,12.875,0.14,-0.95,0.55,29.1,0.432,Relax
14,9,13,0.15,-0.95,0.55,29.1,0.431,Relax
14,9,13.125,0.14,-0.95,0.55,29.1,0.429,Relax
14,9,13.25,0.15,-0.95,0.55,29.1,0.431,Relax
14,9,13.375,0.15,-0.95,0.55,29.1,0.426,Relax
14,9,13.5,0.15,-0.95,0.55,29.1,0.426,Relax
14,9,13.625,0.14,-0.95,0.56,29.1,0.425,Relax
14,9,13.75,0.15,-0.95,0.56,29.3,0.425,Relax
14,9,13.875,0.14,-0.95,0.55,29.3,0.419,Relax
14,9,14,0.15,-0.95,0.56,29.3,0.419,Relax
14,9,14.125,0.15,-0.95,0.56,29.3,0.419,Relax
14,9,14.25,0.15,-0.95,0.56,29.1,0.42,Relax
14,9,14.375,0.15,-0.95,0.55,29.1,0.417,Relax
14,9,14.5,0.15,-0.95,0.56,29.3,0.414,Relax
14,9,14.625,0.15,-0.96,0.55,29.3,0.414,Relax
14,9,14.75,0.15,-0.95,0.55,29.1,0.414,Relax
14,9,14.875,0.15,-0.95,0.55,29.3,0.411,Relax
14,9,15,0.15,-0.95,0.55,29.3,0.408,Relax
14,9,15.125,0.15,-0.96,0.55,29.1,0.408,Relax
14,9,15.25,0.15,-0.95,0.55,29.1,0.407,Relax
14,9,15.375,0.15,-0.95,0.55,29.3,0.407,Relax
14,9,15.5,0.15,-0.95,0.55,29.3,0.408,Relax
14,9,15.625,0.15,-0.95,0.56,29.3,0.404,Relax
14,9,15.75,0.14,-0.95,0.55,29.3,0.401,Relax
14,9,15.875,0.15,-0.95,0.55,29.1,0.401,Relax
14,9,16,0.14,-0.95,0.55,29.3,0.402,Relax
14,9,16.125,0.15,-0.95,0.56,29.1,0.402,Relax
14,9,16.25,0.15,-0.96,0.55,29.3,0.4,Relax
14,9,16.375,0.15,-0.95,0.55,29.3,0.401,Relax
14,9,16.5,0.15,-0.95,0.56,29.3,0.401,Relax
