Hour,Minute,Second,AccZ,AccY,AccX,Temp,EDA,Label
17,4,38,-0.08,-1.02,0.43,27,0.425,Relax
17,4,38.125,-0.07,-1.02,0.42,27,0.425,Relax
17,4,38.25,-0.08,-1.02,0.42,27,0.425,Relax
17,4,38.375,-0.07,-1.02,0.42,27,0.425,Relax
17,4,38.5,-0.08,-1.02,0.42,27,0.425,Relax
17,4,38.625,-0.07,-1.02,0.41,27,0.424,Relax
17,4,38.75,-0.08,-1.02,0.41,27,0.425,Relax
17,4,38.875,-0.07,-1.02,0.42,27,0.424,Relax
17,4,39,-0.07,-1.02,0.41,27,0.425,Relax
17,4,39.125,-0.07,-1.02,0.41,27,0.425,Relax
17,4,39.25,-0.07,-1.01,0.41,27,0.425,Relax
17,4,39.375,-0.09,-1.02,0.4,27,0.428,Relax
17,4,39.5,-0.08,-1.02,0.41,27,0.425,Relax
17,4,39.625,-0.06,-1.02,0.41,27,0.425,Relax
17,4,39.75,-0.08,-1.03,0.41,27,0.425,Relax
17,4,39.875,-0.09,-1.02,0.41,27,0.425,Relax
17,4,40,-0.07,-1.02,0.42,27,0.425,Relax
17,4,40.125,-0.07,-1.03,0.44,27,0.425,Relax
17,4,40.25,-0.07,-1.02,0.41,27,0.425,Relax
17,4,40.375,-0.08,-1.02,0.41,27,0.425,Relax
17,4,40.5,-0.06,-1.02,0.42,27,0.425,Relax
17,4,40.625,-0.07,-1.02,0.42,27,0.425,Relax
17,4,40.75,-0.07,-1.02,0.41,27,0.427,Relax
17,4,40.875,-0.07,-1.02,0.42,27,0.424,Relax
17,4,41,-0.07,-1.02,0.42,27,0.425,Relax
17,4,41.125,-0.08,-1.02,0.42,27,0.425,Relax
17,4,41.25,-0.07,-1.02,0.42,27,0.424,Relax
17,4,41.375,-0.07,-1.02,0.42,27,0.425,Relax
17,4,41.5,-0.07,-1.02,0.42,27,0.425,Relax
17,4,41.625,-0.07,-1.02,0.42,27,0.425,Relax
17,4,41.75,-0.07,-1.02,0.41,27,0.425,Relax
17,4,41.875,-0.07,-1.02,0.42,27,0.424,Relax
17,4,42,-0.07,-1.02,0.42,27,0.425,Relax
