Hour,Minute,Second,AccZ,AccY,AccX,Temp,EDA,Label
16,53,5,0.12,-1.03,0.08,29.5,0.607,Relax
16,53,5.125,0.13,-1.02,0.08,29.5,0.607,Relax
16,53,5.25,0.13,-1.02,0.07,29.5,0.607,Relax
16,53,5.375,0.13,-1.02,0.08,29.5,0.607,Relax
16,53,5.5,0.13,-1.02,0.08,29.5,0.607,Relax
16,53,5.625,0.13,-1.03,0.09,29.5,0.61,Relax
16,53,5.75,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,5.875,0.13,-1.02,0.08,29.5,0.607,Relax
16,53,6,0.12,-1.03,0.08,29.5,0.61,Relax
16,53,6.125,0.13,-1.02,0.08,29.5,0.607,Relax
16,53,6.25,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,6.375,0.12,-1.02,0.08,29.5,0.61,Relax
16,53,6.5,0.13,-1.02,0.08,29.5,0.607,Relax
16,53,6.625,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,6.75,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,6.875,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,7,0.13,-1.02,0.09,29.5,0.61,Relax
16,53,7.125,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,7.25,0.12,-1.02,0.08,29.5,0.61,Relax
16,53,7.375,0.12,-1.02,0.08,29.5,0.61,Relax
16,53,7.5,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,7.625,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,7.75,0.13,-1.02,0.08,29.5,0.614,Relax
16,53,7.875,0.13,-1.02,0.08,29.7,0.614,Relax
16,53,8,0.13,-1.02,0.08,29.5,0.614,Relax
16,53,8.125,0.13,-1.03,0.08,29.5,0.61,Relax
16,53,8.25,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,8.375,0.13,-1.02,0.08,29.5,0.611,Relax
16,53,8.5,0.13,-1.02,0.08,29.5,0.614,Relax
16,53,8.625,0.13,-1.02,0.08,29.5,0.614,Relax
16,53,8.75,0.13,-1.01,0.08,29.5,0.611,Relax
16,53,8.875,0.13,-1.02,0.08,29.5,0.611,Relax
16,53,9,0.12,-1.02,0.08,29.5,0.614,Relax
16,53,9.125,0.13,-1.03,0.08,29.5,0.61,Relax
16,53,9.25,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,9.375,0.13,-1.02,0.07,29.5,0.611,Relax
16,53,9.5,0.13,-1.02,0.08,29.5,0.611,Relax
16,53,9.625,0.13,-1.01,0.08,29.5,0.61,Relax
16,53,9.75,0.13,-1.02,0.08,29.5,0.616,Relax
16,53,9.875,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,10,0.13,-1.02,0.08,29.7,0.61,Relax
16,53,10.125,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,10.25,0.13,-1.02,0.08,29.5,0.614,Relax
16,53,10.375,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,10.5,0.12,-1.02,0.07,29.5,0.61,Relax
16,53,10.625,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,10.75,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,10.875,0.13,-1.02,0.08,29.5,0.61,Relax
16,53,11,0.13,-1.02,0.08,29.7,0.614,Relax
